[warn] --hard_sparse_forward enables sparse-z-as-x mode. This is NOT pure ELSA and is known to be worse at 80%+ sparsity. Consider dropping the flag.
====================================================================================================
Windowed ELSA / ELSA-L ADMM Sparsification
====================================================================================================
Model id             : mistralai/Mistral-7B-Instruct-v0.3
step=007165 pass=4/4 win=8/16 local=126/128 lm=2.80818 ppl~16.58 kd=0.8691 pen=5.74827e-02 lambda=4.000e-04 lr=1.489e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.082e-01 time=3.14s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007166 pass=4/4 win=8/16 local=127/128 lm=2.71414 ppl~15.09 kd=0.8136 pen=5.74826e-02 lambda=4.000e-04 lr=1.488e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.080e-01 time=3.15s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007167 pass=4/4 win=8/16 local=128/128 lm=1.98760 ppl~7.30 kd=0.6388 pen=5.74822e-02 lambda=4.000e-04 lr=1.488e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.068e-01 time=3.15s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.14.self_attn.q_proj: kept=2,866,750/16,777,216 sparsity=82.91% target=82.91% u_absmax=5.0240e-03 proj=fisher
    [2/14] model.layers.14.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.0781e-02 proj=fisher
    [3/14] model.layers.14.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.9579e-03 proj=fisher
    [4/14] model.layers.14.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=7.9379e-03 proj=fisher
    [5/14] model.layers.14.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.8217e-03 proj=fisher
    [6/14] model.layers.14.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=3.0517e-03 proj=fisher
    [7/14] model.layers.14.mlp.down_proj: kept=10,347,633/58,720,256 sparsity=82.38% target=82.38% u_absmax=7.0854e-03 proj=fisher
    [8/14] model.layers.15.self_attn.q_proj: kept=2,666,235/16,777,216 sparsity=84.11% target=84.11% u_absmax=5.8734e-03 proj=fisher
    [9/14] model.layers.15.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.1308e-02 proj=fisher
    [10/14] model.layers.15.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=7.0944e-03 proj=fisher
    [11/14] model.layers.15.self_attn.o_proj: kept=3,123,323/16,777,216 sparsity=81.38% target=81.38% u_absmax=5.1447e-03 proj=fisher
    [12/14] model.layers.15.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.7322e-03 proj=fisher
    [13/14] model.layers.15.mlp.up_proj: kept=15,954,189/58,720,256 sparsity=72.83% target=72.83% u_absmax=3.0400e-03 proj=fisher
    [14/14] model.layers.15.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=7.5061e-03 proj=fisher
  projection done: sparsity=77.93% mask_drift=0.478% elapsed=41s
  saved Adam/Fisher states: m=14 v=14 steps=14
Finished window 8. CUDA: alloc=13.52GB reserved=13.54GB max=30.56GB

----------------------------------------------------------------------------------------------------
WINDOW 9/16 | active layers=14
  active: model.layers.16.self_attn.q_proj
  active: model.layers.16.self_attn.k_proj
  active: model.layers.16.self_attn.v_proj
  active: model.layers.16.self_attn.o_proj
  active: model.layers.16.mlp.gate_proj
  active: model.layers.16.mlp.up_proj
  active: model.layers.16.mlp.down_proj
  active: model.layers.17.self_attn.q_proj
  active: model.layers.17.self_attn.k_proj
  active: model.layers.17.self_attn.v_proj
  active: model.layers.17.self_attn.o_proj
  active: model.layers.17.mlp.gate_proj
  active: model.layers.17.mlp.up_proj
  active: model.layers.17.mlp.down_proj
CUDA before window: alloc=13.52GB reserved=13.54GB max=30.56GB
  restored x states: x=0 z_fallback=14 missing=0
  restored Adam/Fisher states: m=14 v=14 steps=14 start_step=384
CUDA after optimizer/state load: alloc=20.02GB reserved=20.10GB max=30.56GB
step=007168 pass=4/4 win=9/16 local=1/128 lm=2.73158 ppl~15.36 kd=0.8083 pen=6.34542e-02 lambda=4.000e-04 lr=1.487e-05 gnorm=7.000e-01 admm_rms=8.528e-04 upd_rms=2.466e-01 time=2.53s cuda=[alloc=20.02GB reserved=40.82GB max=30.56GB]
step=007169 pass=4/4 win=9/16 local=2/128 lm=2.53066 ppl~12.56 kd=0.9077 pen=6.34643e-02 lambda=4.000e-04 lr=1.486e-05 gnorm=7.000e-01 admm_rms=8.529e-04 upd_rms=2.448e-01 time=3.54s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007170 pass=4/4 win=9/16 local=3/128 lm=2.84182 ppl~17.15 kd=0.9576 pen=6.34733e-02 lambda=4.000e-04 lr=1.485e-05 gnorm=7.000e-01 admm_rms=8.530e-04 upd_rms=2.434e-01 time=2.55s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007171 pass=4/4 win=9/16 local=4/128 lm=2.69683 ppl~14.83 kd=0.7825 pen=6.34821e-02 lambda=4.000e-04 lr=1.485e-05 gnorm=7.000e-01 admm_rms=8.530e-04 upd_rms=2.423e-01 time=3.57s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007172 pass=4/4 win=9/16 local=5/128 lm=2.80932 ppl~16.60 kd=0.9153 pen=6.34903e-02 lambda=4.000e-04 lr=1.484e-05 gnorm=7.000e-01 admm_rms=8.531e-04 upd_rms=2.412e-01 time=2.59s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007173 pass=4/4 win=9/16 local=6/128 lm=2.61389 ppl~13.65 kd=0.8725 pen=6.34975e-02 lambda=4.000e-04 lr=1.483e-05 gnorm=7.000e-01 admm_rms=8.531e-04 upd_rms=2.402e-01 time=3.58s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007174 pass=4/4 win=9/16 local=7/128 lm=2.63664 ppl~13.97 kd=0.9037 pen=6.35039e-02 lambda=4.000e-04 lr=1.482e-05 gnorm=7.000e-01 admm_rms=8.532e-04 upd_rms=2.394e-01 time=2.61s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007175 pass=4/4 win=9/16 local=8/128 lm=2.85593 ppl~17.39 kd=0.9041 pen=6.35094e-02 lambda=4.000e-04 lr=1.481e-05 gnorm=7.000e-01 admm_rms=8.532e-04 upd_rms=2.385e-01 time=3.59s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007176 pass=4/4 win=9/16 local=9/128 lm=2.73837 ppl~15.46 kd=0.8619 pen=6.35142e-02 lambda=4.000e-04 lr=1.481e-05 gnorm=7.000e-01 admm_rms=8.532e-04 upd_rms=2.376e-01 time=2.62s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007177 pass=4/4 win=9/16 local=10/128 lm=2.50061 ppl~12.19 kd=0.7830 pen=6.35189e-02 lambda=4.000e-04 lr=1.480e-05 gnorm=7.000e-01 admm_rms=8.533e-04 upd_rms=2.366e-01 time=3.59s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007178 pass=4/4 win=9/16 local=11/128 lm=2.95933 ppl~19.29 kd=0.8911 pen=6.35235e-02 lambda=4.000e-04 lr=1.479e-05 gnorm=7.000e-01 admm_rms=8.533e-04 upd_rms=2.362e-01 time=2.62s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007179 pass=4/4 win=9/16 local=12/128 lm=2.40536 ppl~11.08 kd=0.7842 pen=6.35273e-02 lambda=4.000e-04 lr=1.478e-05 gnorm=7.000e-01 admm_rms=8.533e-04 upd_rms=2.355e-01 time=3.61s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007180 pass=4/4 win=9/16 local=13/128 lm=2.80907 ppl~16.59 kd=0.8671 pen=6.35312e-02 lambda=4.000e-04 lr=1.478e-05 gnorm=7.000e-01 admm_rms=8.534e-04 upd_rms=2.343e-01 time=2.63s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007181 pass=4/4 win=9/16 local=14/128 lm=2.43697 ppl~11.44 kd=0.7895 pen=6.35354e-02 lambda=4.000e-04 lr=1.477e-05 gnorm=7.000e-01 admm_rms=8.534e-04 upd_rms=2.340e-01 time=3.62s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]
step=007182 pass=4/4 win=9/16 local=15/128 lm=2.76996 ppl~15.96 kd=0.8639 pen=6.35386e-02 lambda=4.000e-04 lr=1.476e-05 gnorm=7.000e-01 admm_rms=8.534e-04 upd_rms=2.327e-01 time=2.65s cuda=[alloc=20.02GB reserved=42.60GB max=30.56GB]
step=007183 pass=4/4 win=9/16 local=16/128 lm=2.55608 ppl~12.89 kd=0.8557 pen=6.35423e-02 lambda=4.000e-04 lr=1.475e-05 gnorm=7.000e-01 admm_rms=8.534e-04 upd_rms=2.327e-01 time=3.64s cuda=[alloc=20.02GB reserved=26.21GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.16.self_attn.q_proj: kept=3,284,110/16,777,216 sparsity=80.43% target=80.43% u_absmax=2.9563e-03 proj=fisher
    [2/14] model.layers.16.self_attn.k_proj: kept=692,883/4,194,304 sparsity=83.48% target=83.48% u_absmax=6.6780e-03 proj=fisher
    [3/14] model.layers.16.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=5.5104e-03 proj=fisher
    [4/14] model.layers.16.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=7.2156e-03 proj=fisher
    [5/14] model.layers.16.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.5828e-03 proj=fisher
    [6/14] model.layers.16.mlp.up_proj: kept=13,096,168/58,720,256 sparsity=77.70% target=77.70% u_absmax=2.5857e-03 proj=fisher
    [7/14] model.layers.16.mlp.down_proj: kept=9,813,736/58,720,256 sparsity=83.29% target=83.29% u_absmax=5.1467e-03 proj=fisher
    [8/14] model.layers.17.self_attn.q_proj: kept=2,808,088/16,777,216 sparsity=83.26% target=83.26% u_absmax=4.3907e-03 proj=fisher
    [9/14] model.layers.17.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=7.4910e-03 proj=fisher
    [10/14] model.layers.17.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=5.1938e-03 proj=fisher
    [11/14] model.layers.17.self_attn.o_proj: kept=2,843,631/16,777,216 sparsity=83.05% target=83.05% u_absmax=5.5040e-03 proj=fisher
    [12/14] model.layers.17.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.5963e-03 proj=fisher
    [13/14] model.layers.17.mlp.up_proj: kept=14,555,029/58,720,256 sparsity=75.21% target=75.21% u_absmax=2.2067e-03 proj=fisher
    [14/14] model.layers.17.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=5.9598e-03 proj=fisher
  projection done: sparsity=79.04% mask_drift=2.536% elapsed=41s
step=007184 pass=4/4 win=9/16 local=17/128 lm=2.60172 ppl~13.49 kd=0.8567 pen=5.62879e-02 lambda=4.000e-04 lr=1.475e-05 gnorm=7.000e-01 admm_rms=8.032e-04 upd_rms=2.323e-01 time=2.53s cuda=[alloc=20.02GB reserved=42.75GB max=30.56GB]
step=007185 pass=4/4 win=9/16 local=18/128 lm=2.63465 ppl~13.94 kd=0.8716 pen=5.62922e-02 lambda=4.000e-04 lr=1.474e-05 gnorm=7.000e-01 admm_rms=8.033e-04 upd_rms=2.323e-01 time=3.62s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007186 pass=4/4 win=9/16 local=19/128 lm=2.82687 ppl~16.89 kd=0.9396 pen=5.62968e-02 lambda=4.000e-04 lr=1.473e-05 gnorm=7.000e-01 admm_rms=8.033e-04 upd_rms=2.320e-01 time=2.58s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007187 pass=4/4 win=9/16 local=20/128 lm=2.88511 ppl~17.91 kd=0.9386 pen=5.63016e-02 lambda=4.000e-04 lr=1.472e-05 gnorm=7.000e-01 admm_rms=8.033e-04 upd_rms=2.317e-01 time=3.66s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007188 pass=4/4 win=9/16 local=21/128 lm=2.72206 ppl~15.21 kd=0.9651 pen=5.63066e-02 lambda=4.000e-04 lr=1.471e-05 gnorm=7.000e-01 admm_rms=8.034e-04 upd_rms=2.317e-01 time=2.60s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007189 pass=4/4 win=9/16 local=22/128 lm=2.75094 ppl~15.66 kd=0.8855 pen=5.63117e-02 lambda=4.000e-04 lr=1.471e-05 gnorm=7.000e-01 admm_rms=8.034e-04 upd_rms=2.315e-01 time=3.67s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007190 pass=4/4 win=9/16 local=23/128 lm=2.64902 ppl~14.14 kd=0.8330 pen=5.63166e-02 lambda=4.000e-04 lr=1.470e-05 gnorm=7.000e-01 admm_rms=8.034e-04 upd_rms=2.306e-01 time=2.62s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007191 pass=4/4 win=9/16 local=24/128 lm=2.74764 ppl~15.61 kd=0.8953 pen=5.63218e-02 lambda=4.000e-04 lr=1.469e-05 gnorm=7.000e-01 admm_rms=8.035e-04 upd_rms=2.299e-01 time=3.69s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007192 pass=4/4 win=9/16 local=25/128 lm=2.51593 ppl~12.38 kd=0.7831 pen=5.63269e-02 lambda=4.000e-04 lr=1.468e-05 gnorm=7.000e-01 admm_rms=8.035e-04 upd_rms=2.296e-01 time=2.62s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007193 pass=4/4 win=9/16 local=26/128 lm=2.70636 ppl~14.97 kd=0.8436 pen=5.63318e-02 lambda=4.000e-04 lr=1.468e-05 gnorm=7.000e-01 admm_rms=8.036e-04 upd_rms=2.294e-01 time=3.70s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007194 pass=4/4 win=9/16 local=27/128 lm=2.45830 ppl~11.68 kd=0.8448 pen=5.63374e-02 lambda=4.000e-04 lr=1.467e-05 gnorm=7.000e-01 admm_rms=8.036e-04 upd_rms=2.286e-01 time=2.63s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007195 pass=4/4 win=9/16 local=28/128 lm=2.55136 ppl~12.82 kd=0.9310 pen=5.63436e-02 lambda=4.000e-04 lr=1.466e-05 gnorm=7.000e-01 admm_rms=8.036e-04 upd_rms=2.272e-01 time=3.68s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007196 pass=4/4 win=9/16 local=29/128 lm=2.54995 ppl~12.81 kd=0.8703 pen=5.63503e-02 lambda=4.000e-04 lr=1.465e-05 gnorm=7.000e-01 admm_rms=8.037e-04 upd_rms=2.273e-01 time=2.63s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007197 pass=4/4 win=9/16 local=30/128 lm=2.31189 ppl~10.09 kd=0.7651 pen=5.63569e-02 lambda=4.000e-04 lr=1.465e-05 gnorm=7.000e-01 admm_rms=8.037e-04 upd_rms=2.258e-01 time=4.13s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]
step=007198 pass=4/4 win=9/16 local=31/128 lm=2.51691 ppl~12.39 kd=0.9047 pen=5.63642e-02 lambda=4.000e-04 lr=1.464e-05 gnorm=7.000e-01 admm_rms=8.038e-04 upd_rms=2.260e-01 time=2.64s cuda=[alloc=20.02GB reserved=46.79GB max=30.56GB]
step=007199 pass=4/4 win=9/16 local=32/128 lm=2.27886 ppl~9.77 kd=0.7447 pen=5.63710e-02 lambda=4.000e-04 lr=1.463e-05 gnorm=7.000e-01 admm_rms=8.038e-04 upd_rms=2.257e-01 time=3.69s cuda=[alloc=20.02GB reserved=28.26GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.16.self_attn.q_proj: kept=3,284,110/16,777,216 sparsity=80.43% target=80.43% u_absmax=3.3838e-03 proj=fisher
    [2/14] model.layers.16.self_attn.k_proj: kept=692,883/4,194,304 sparsity=83.48% target=83.48% u_absmax=7.4030e-03 proj=fisher
    [3/14] model.layers.16.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.0164e-03 proj=fisher
    [4/14] model.layers.16.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=8.4399e-03 proj=fisher
    [5/14] model.layers.16.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.9401e-03 proj=fisher
    [6/14] model.layers.16.mlp.up_proj: kept=13,096,168/58,720,256 sparsity=77.70% target=77.70% u_absmax=3.1776e-03 proj=fisher
    [7/14] model.layers.16.mlp.down_proj: kept=9,813,736/58,720,256 sparsity=83.29% target=83.29% u_absmax=6.2757e-03 proj=fisher
    [8/14] model.layers.17.self_attn.q_proj: kept=2,808,088/16,777,216 sparsity=83.26% target=83.26% u_absmax=4.6623e-03 proj=fisher
    [9/14] model.layers.17.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=8.2016e-03 proj=fisher
    [10/14] model.layers.17.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=5.7550e-03 proj=fisher
    [11/14] model.layers.17.self_attn.o_proj: kept=2,843,631/16,777,216 sparsity=83.05% target=83.05% u_absmax=6.6776e-03 proj=fisher
    [12/14] model.layers.17.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.9618e-03 proj=fisher
    [13/14] model.layers.17.mlp.up_proj: kept=14,555,029/58,720,256 sparsity=75.21% target=75.21% u_absmax=2.7094e-03 proj=fisher
    [14/14] model.layers.17.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=6.9774e-03 proj=fisher
  projection done: sparsity=79.04% mask_drift=1.343% elapsed=42s
step=007200 pass=4/4 win=9/16 local=33/128 lm=2.67137 ppl~14.46 kd=0.9622 pen=5.73305e-02 lambda=4.000e-04 lr=1.462e-05 gnorm=7.000e-01 admm_rms=8.106e-04 upd_rms=2.263e-01 time=2.54s cuda=[alloc=20.02GB reserved=46.11GB max=30.56GB]
step=007201 pass=4/4 win=9/16 local=34/128 lm=2.64112 ppl~14.03 kd=0.9255 pen=5.73330e-02 lambda=4.000e-04 lr=1.461e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.245e-01 time=3.81s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007202 pass=4/4 win=9/16 local=35/128 lm=2.44599 ppl~11.54 kd=0.8529 pen=5.73363e-02 lambda=4.000e-04 lr=1.461e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.248e-01 time=2.56s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007203 pass=4/4 win=9/16 local=36/128 lm=2.77073 ppl~15.97 kd=0.9438 pen=5.73399e-02 lambda=4.000e-04 lr=1.460e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.247e-01 time=3.83s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007204 pass=4/4 win=9/16 local=37/128 lm=2.51943 ppl~12.42 kd=0.8540 pen=5.73437e-02 lambda=4.000e-04 lr=1.459e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.249e-01 time=2.59s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007205 pass=4/4 win=9/16 local=38/128 lm=2.75555 ppl~15.73 kd=0.8433 pen=5.73474e-02 lambda=4.000e-04 lr=1.458e-05 gnorm=7.000e-01 admm_rms=8.108e-04 upd_rms=2.240e-01 time=3.84s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007206 pass=4/4 win=9/16 local=39/128 lm=2.67170 ppl~14.46 kd=0.8224 pen=5.73513e-02 lambda=4.000e-04 lr=1.458e-05 gnorm=7.000e-01 admm_rms=8.108e-04 upd_rms=2.238e-01 time=2.61s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007207 pass=4/4 win=9/16 local=40/128 lm=2.62451 ppl~13.80 kd=0.8151 pen=5.73551e-02 lambda=4.000e-04 lr=1.457e-05 gnorm=7.000e-01 admm_rms=8.108e-04 upd_rms=2.236e-01 time=4.22s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007208 pass=4/4 win=9/16 local=41/128 lm=2.67451 ppl~14.51 kd=0.8635 pen=5.73589e-02 lambda=4.000e-04 lr=1.456e-05 gnorm=7.000e-01 admm_rms=8.108e-04 upd_rms=2.237e-01 time=2.60s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007209 pass=4/4 win=9/16 local=42/128 lm=2.76479 ppl~15.88 kd=0.9577 pen=5.73627e-02 lambda=4.000e-04 lr=1.455e-05 gnorm=7.000e-01 admm_rms=8.109e-04 upd_rms=2.236e-01 time=3.88s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007210 pass=4/4 win=9/16 local=43/128 lm=2.92506 ppl~18.64 kd=1.0605 pen=5.73666e-02 lambda=4.000e-04 lr=1.455e-05 gnorm=7.000e-01 admm_rms=8.109e-04 upd_rms=2.233e-01 time=2.64s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007211 pass=4/4 win=9/16 local=44/128 lm=2.74161 ppl~15.51 kd=0.9180 pen=5.73707e-02 lambda=4.000e-04 lr=1.454e-05 gnorm=7.000e-01 admm_rms=8.109e-04 upd_rms=2.231e-01 time=3.87s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007212 pass=4/4 win=9/16 local=45/128 lm=2.30288 ppl~10.00 kd=0.7949 pen=5.73750e-02 lambda=4.000e-04 lr=1.453e-05 gnorm=7.000e-01 admm_rms=8.110e-04 upd_rms=2.231e-01 time=2.63s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007213 pass=4/4 win=9/16 local=46/128 lm=2.62829 ppl~13.85 kd=0.8900 pen=5.73792e-02 lambda=4.000e-04 lr=1.452e-05 gnorm=7.000e-01 admm_rms=8.110e-04 upd_rms=2.230e-01 time=4.11s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]
step=007214 pass=4/4 win=9/16 local=47/128 lm=2.64389 ppl~14.07 kd=0.8903 pen=5.73835e-02 lambda=4.000e-04 lr=1.451e-05 gnorm=7.000e-01 admm_rms=8.110e-04 upd_rms=2.221e-01 time=2.62s cuda=[alloc=20.02GB reserved=46.03GB max=30.56GB]
step=007215 pass=4/4 win=9/16 local=48/128 lm=2.61543 ppl~13.67 kd=0.8680 pen=5.73881e-02 lambda=4.000e-04 lr=1.451e-05 gnorm=7.000e-01 admm_rms=8.111e-04 upd_rms=2.215e-01 time=3.95s cuda=[alloc=20.02GB reserved=24.88GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.16.self_attn.q_proj: kept=3,284,110/16,777,216 sparsity=80.43% target=80.43% u_absmax=3.6510e-03 proj=fisher
    [2/14] model.layers.16.self_attn.k_proj: kept=692,883/4,194,304 sparsity=83.48% target=83.48% u_absmax=7.9845e-03 proj=fisher
    [3/14] model.layers.16.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.3308e-03 proj=fisher
    [4/14] model.layers.16.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=8.6344e-03 proj=fisher
    [5/14] model.layers.16.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.1872e-03 proj=fisher
    [6/14] model.layers.16.mlp.up_proj: kept=13,096,168/58,720,256 sparsity=77.70% target=77.70% u_absmax=3.5522e-03 proj=fisher
    [7/14] model.layers.16.mlp.down_proj: kept=9,813,736/58,720,256 sparsity=83.29% target=83.29% u_absmax=6.6941e-03 proj=fisher
    [8/14] model.layers.17.self_attn.q_proj: kept=2,808,088/16,777,216 sparsity=83.26% target=83.26% u_absmax=4.8765e-03 proj=fisher
    [9/14] model.layers.17.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=8.8142e-03 proj=fisher
    [10/14] model.layers.17.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.0219e-03 proj=fisher
    [11/14] model.layers.17.self_attn.o_proj: kept=2,843,631/16,777,216 sparsity=83.05% target=83.05% u_absmax=6.9721e-03 proj=fisher
    [12/14] model.layers.17.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.2170e-03 proj=fisher
    [13/14] model.layers.17.mlp.up_proj: kept=14,555,029/58,720,256 sparsity=75.21% target=75.21% u_absmax=3.0221e-03 proj=fisher
    [14/14] model.layers.17.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=7.4905e-03 proj=fisher
  projection done: sparsity=79.04% mask_drift=0.824% elapsed=41s
step=007216 pass=4/4 win=9/16 local=49/128 lm=2.44304 ppl~11.51 kd=0.8449 pen=5.78661e-02 lambda=4.000e-04 lr=1.450e-05 gnorm=7.000e-01 admm_rms=8.144e-04 upd_rms=2.212e-01 time=2.98s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007217 pass=4/4 win=9/16 local=50/128 lm=2.64763 ppl~14.12 kd=0.8903 pen=5.78678e-02 lambda=4.000e-04 lr=1.449e-05 gnorm=7.000e-01 admm_rms=8.144e-04 upd_rms=2.206e-01 time=3.48s cuda=[alloc=20.02GB reserved=37.03GB max=30.56GB]
step=007218 pass=4/4 win=9/16 local=51/128 lm=2.76041 ppl~15.81 kd=0.8693 pen=5.78698e-02 lambda=4.000e-04 lr=1.448e-05 gnorm=7.000e-01 admm_rms=8.144e-04 upd_rms=2.208e-01 time=3.30s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007219 pass=4/4 win=9/16 local=52/128 lm=2.79865 ppl~16.42 kd=0.9009 pen=5.78719e-02 lambda=4.000e-04 lr=1.448e-05 gnorm=7.000e-01 admm_rms=8.145e-04 upd_rms=2.199e-01 time=3.83s cuda=[alloc=20.02GB reserved=24.65GB max=30.56GB]
step=007220 pass=4/4 win=9/16 local=53/128 lm=2.63078 ppl~13.88 kd=0.8794 pen=5.78743e-02 lambda=4.000e-04 lr=1.447e-05 gnorm=7.000e-01 admm_rms=8.145e-04 upd_rms=2.193e-01 time=3.02s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=007221 pass=4/4 win=9/16 local=54/128 lm=2.69787 ppl~14.85 kd=0.8290 pen=5.78774e-02 lambda=4.000e-04 lr=1.446e-05 gnorm=7.000e-01 admm_rms=8.145e-04 upd_rms=2.198e-01 time=3.59s cuda=[alloc=20.02GB reserved=28.62GB max=30.56GB]
step=007222 pass=4/4 win=9/16 local=55/128 lm=2.78730 ppl~16.24 kd=0.9320 pen=5.78802e-02 lambda=4.000e-04 lr=1.445e-05 gnorm=7.000e-01 admm_rms=8.145e-04 upd_rms=2.180e-01 time=3.03s cuda=[alloc=20.02GB reserved=44.45GB max=30.56GB]
